Timestamp, Pressure, Pressure1, Pressure2, Pressure3, Flow, Flow1, Flow2, Flow3, ActiveEnergy, ActivePowerL1, ActivePowerL2, ActivePowerL3, ActivePowerTotal, ApparentEnergy, ApparentPowerL1, ApparentPowerL2, ApparentPowerL3, ApparentPowerTotal, CurrentL1, CurrentL2, CurrentL3, PowerFactorL1, PowerFactorL2, PowerFactorL3, ReactiveEnergy, ReactivePowerL1, ReactivePowerL2, ReactivePowerL3, ReactivePowerTotal, VoltageL1, VoltageL2, VoltageL3
1:24:14,6.203,6.203,6.203,6.203,0,0,0,0,165650.875,54.217,50.117,56.671,161.004,263638.75,80.826,69.645,0.671,225.979,0.344,0.296,0.321,0.671,0.718,0.75,null,-46.994,-34.964,-34.066,-116.024,235.022,234.898,234.874
1:24:15,6.206,6.206,6.206,6.206,0,0,0,0,165650.906,54.26,33.402,58.36,146.021,263638.75,80.924,52.615,0.671,209.974,0.344,0.224,0.325,0.671,0.631,0.764,null,-47.092,-26.72,-35.106,-108.918,235.028,234.905,234.88
1:24:16,6.211,6.211,6.211,6.211,0,0,0,0,165650.984,54.187,28.808,26.258,109.253,263638.969,80.815,47.282,0.671,170.091,0.344,0.201,0.179,0.671,0.609,0.625,null,-47.071,-24.389,-20.453,-91.913,235.139,235.015,234.992
1:24:17,6.211,6.211,6.211,6.211,0,0,0,0,165650.984,54.187,28.808,26.258,109.253,263638.969,80.815,47.282,0.671,170.091,0.344,0.201,0.179,0.671,0.609,0.625,null,-47.071,-24.389,-20.453,-91.913,235.139,235.015,234.992
1:24:18,6.211,6.211,6.211,6.211,0,0,0,0,165650.984,54.187,28.808,26.258,109.253,263638.969,80.815,47.282,0.671,170.091,0.344,0.201,0.179,0.671,0.609,0.625,null,-47.071,-24.389,-20.453,-91.913,235.139,235.015,234.992
1:24:19,6.211,6.211,6.211,6.211,0,0,0,0,165651,54.244,28.66,26.306,109.211,263639,80.9,47.21,0.671,170.178,0.344,0.201,0.179,0.671,0.607,0.625,null,-47.188,-24.388,-20.571,-92.147,235.25,235.126,235.102
1:24:20,6.211,6.211,6.211,6.211,0,0,0,0,165651,54.244,28.66,26.306,109.211,263639,80.9,47.21,0.671,170.178,0.344,0.201,0.179,0.671,0.607,0.625,null,-47.188,-24.388,-20.571,-92.147,235.25,235.126,235.102
1:24:21,6.211,6.211,6.211,6.211,0,0,0,0,165651.016,54.153,28.675,26.313,109.141,263639.031,80.798,47.152,0.67,170.069,0.343,0.201,0.179,0.67,0.608,0.625,null,-47.053,-24.342,-20.534,-91.929,235.247,235.123,235.099
1:24:22,6.211,6.211,6.211,6.211,0,0,0,0,165651.016,54.153,28.675,26.313,109.141,263639.031,80.798,47.152,0.67,170.069,0.343,0.201,0.179,0.67,0.608,0.625,null,-47.053,-24.342,-20.534,-91.929,235.247,235.123,235.099
1:24:23,6.212,6.212,6.212,6.212,0,0,0,0,165651.031,54.128,28.938,26.399,109.466,263639.031,80.788,47.497,0.67,170.429,0.343,0.202,0.179,0.67,0.609,0.626,null,-47.109,-24.578,-20.661,-92.348,235.25,235.126,235.102
1:24:24,6.211,6.211,6.211,6.211,0,0,0,0,165651.031,54.172,28.957,26.481,109.61,263639.063,80.847,47.538,0.67,170.687,0.344,0.202,0.18,0.67,0.609,0.626,null,-47.099,-24.597,-20.659,-92.355,235.208,235.084,235.061
1:24:25,6.213,6.213,6.213,6.213,0,0,0,0,165651.094,54.262,28.687,26.255,109.204,263639.094,80.883,47.208,0.671,170.111,0.344,0.201,0.179,0.671,0.608,0.625,null,-47.106,-24.419,-20.565,-92.09,235.163,235.039,235.015
1:24:26,6.215,6.215,6.215,6.215,0,0,0,0,165651.125,54.179,28.883,26.505,109.567,263639.25,80.781,47.451,0.671,170.554,0.344,0.202,0.18,0.671,0.609,0.626,null,-47.061,-24.623,-20.784,-92.468,235.168,235.043,235.02
1:24:27,6.216,6.216,6.216,6.216,0,0,0,0,165651.125,54.209,28.873,26.457,109.539,263639.25,80.817,47.412,0.671,170.424,0.344,0.202,0.18,0.671,0.609,0.627,null,-47.057,-24.514,-20.763,-92.334,235.088,234.964,234.941
1:24:28,6.217,6.217,6.217,6.217,0,0,0,0,165651.375,54.15,28.796,26.273,109.22,263639.313,80.767,47.332,0.67,170.059,0.344,0.202,0.179,0.67,0.608,0.626,null,-47.034,-24.472,-20.564,-92.07,234.932,234.808,234.785
